Visual Apparent Magnitude of the Star,Distance Between the Star and the Earth,Standard Error of star ad earth,B-V color index,Spectral type,Absolute Magnitude of the Star,star
8.62,0.06,0.93,1.002,K2/K3III+..,7.5107565,Dwarf
9.13,2.24,0.75,0.456,F3V,15.88124,Gaint
7.88,4.86,0.92,1.14,K1III,16.31318,Dwarf
9.3,8.73,3.03,0.612,G8/K0V + (F),19.005072,Gaint
8.62,9.07,0.72,0.472,F5V,18.408035,Gaint
7.98,0.76,0.85,1.539,K4/K5III,12.384068,Dwarf
7.72,2.9,0.87,0.028,A0V,15.03199,Gaint
7.13,2.34,0.9,0.435,O9IV,13.97608,Gaint
9.3,0.31,3.26,1.2,G8III,11.756808,Dwarf
5.27,9.85,0.56,-0.078,B8/B9V,15.237181,Gaint
9.35,19.87,2.56,0.821,K0V,20.840988,Gaint
8.65,4.38,0.94,1.174,K1III,16.85737,Dwarf
7.47,12.75,0.95,0.515,F8IV,17.997551,Gaint
8.52,8.37,0.88,0.528,F6V,18.133629,Gaint
7.05,2.82,0.51,-0.067,B5III/IV,14.301246,Gaint
5.69,5.74,0.9,1.575,M3.5IIIa,14.48456,Dwarf
8.42,7.2,1.26,0.422,F2V,17.706661,Gaint
8,0.87,1.05,1.537,K4III,12.697596,Dwarf
8.8,1.42,1.43,0.515,F2V,14.561441,Gaint
7.02,4.64,0.93,1.419,K3III,15.352591,Dwarf
6.41,6.9,1.04,1.113,K1III,15.604245,Dwarf
8.08,3.72,0.9,1.074,K0III,15.932714,Dwarf
8.91,6.8,1.2,0.389,F3V,18.072544,Gaint
9.16,3.34,1.55,0.356,F0IV/V,16.778732,Gaint
9.3,18.31,1.32,0.733,K0V,20.613441,Gaint
5.97,3.26,0.48,-0.071,B5IV,13.536089,Gaint
8.39,15.13,0.77,0.65,G5V,19.289196,Gaint
7.12,38.21,2.12,0.608,G2V,20.030886,Gaint
7.21,4.29,0.91,1.53,K5III,15.372287,Dwarf
7.51,3.26,1.01,1.013,G8/K0II/III,15.076089,Dwarf
8.77,3.93,1.53,1.008,G8III,16.741962,Dwarf
3.97,8.4,0.55,0.936,G5II/III,13.591396,Dwarf
7.91,11.33,1.04,0.485,F5V,18.181149,Gaint
8.91,4.75,0.74,0.474,F0/F2IV,17.293468,Gaint
6.11,2.12,0.76,1.317,K1III,12.74168,Dwarf
6.11,13.41,0.93,0.122,A3V,16.747145,Gaint
2.21,4.71,0.46,0.189,A8Ib,10.575105,Dwarf
6.56,0.2,0.69,0.065,A3III,8.065149,Dwarf
7.43,9.54,0.9,0.534,F7/F8III,17.327742,Dwarf
8.09,4.66,0.95,1.132,K1III,16.43193,Dwarf
7.73,2.18,1.35,1.05,G5III,14.422283,Dwarf
6.57,23.34,0.7,0.427,F5V,18.410505,Gaint
8.38,25.96,1.19,0.708,G6V,20.451523,Gaint
8.08,2.1,1.07,0.16,B8/B9III,14.691096,Dwarf
6.11,3.25,0.61,1.514,M6II/III,13.669416,Dwarf
8.9,1.39,1.31,1.626,K2/K3III:,14.615074,Dwarf
8.63,9.73,1.07,0.463,F3V,18.570564,Gaint
7.74,5.64,1.01,1.074,G7III,16.496395,Dwarf
9.85,26.11,2.12,1.118,K5V,21.934036,Gaint
9.13,4.11,1.3,1.669,K4/K5III:,17.19921,Dwarf
8.76,4.56,1.32,0.508,F5V,17.054825,Gaint
8.34,0.53,0.9,1.02,K2/K3IIIp+.,11.961379,Dwarf
6.36,3.26,0.61,1.468,K3III,13.926088,Dwarf
8.02,4.27,1.16,1.51,K3III,16.17214,Dwarf
8.64,3.74,1.19,1.292,K2/K3III,16.504358,Dwarf
7.69,3.39,0.96,1.524,K3III,15.341,Dwarf
6.89,5.71,0.74,0.933,G9III,15.67318,Dwarf
9.17,7.87,1.27,0.413,F8V,18.649874,Gaint
8.66,4.71,1.23,0.947,K0III,17.025105,Dwarf
6.34,2.38,0.51,-0.172,B3III,13.222885,Dwarf
9.19,3.59,1.34,0.408,F3IV/V,16.965473,Gaint
7.6,5.54,1.84,0.93,G5III,16.317549,Dwarf
6.85,5.11,0.51,-0.064,B9V,15.392105,Gaint
3.18,60.97,0.58,0.256,F1Vp,17.105581,Gaint
11.18,68.71,5.02,1.51,M3Ve+...,25.3651,Gaint
7.32,5.85,0.97,1.064,K0III,16.155779,Dwarf
8.94,8.07,1.27,0.497,F5V,18.474367,Gaint
9.86,0.27,1.51,1.022,G9III,12.016819,Dwarf
6.59,14.73,0.96,0.366,F2III,17.431015,Dwarf
8.13,3.41,1,1.004,K0III,15.793772,Dwarf
8.23,0.88,1.09,1.602,K4III,12.952414,Dwarf
7.35,2.69,0.99,1.619,M0III,14.498762,Dwarf
9.15,2.17,1.42,1.059,G8III,15.832298,Dwarf
6.88,14.68,1,0.312,F0IV/V,17.71363,Gaint
7.07,3.62,0.59,-0.061,B8V,14.863543,Gaint
6.72,1.74,0.57,1.618,K4III,12.922746,Dwarf
6.33,7.55,0.82,0.182,A6V,15.719735,Gaint
7.01,2.6,1.15,1.585,G8Ib,14.0848675,Dwarf
7.45,9.43,2.34,0.506,F6V,17.32256,Gaint
8.15,3.13,0.7,0.934,G8III,15.627722,Dwarf
8.9,2.43,1.22,1.246,K1III,15.828032,Dwarf
8.13,6.91,1.13,0.97,K0III,17.327389,Dwarf
9.72,5.91,1.49,0.821,G5III/IV,18.577938,Gaint
8.14,3.82,0.97,-0.028,B8/B9IV/V,16.050318,Gaint
9.5,5.93,0.96,0.579,F7V,18.365273,Gaint
6.1,21.02,0.61,0.273,A8III/IV,17.713163,Gaint
8.65,5.18,0.91,0.289,A5IV,17.22165,Gaint
6.19,8.16,0.5,0.225,F0IV,15.748451,Gaint
8.34,2.87,0.74,1.129,G8/K0III,15.62941,Dwarf
9.87,48.36,1.16,1.251,M1.5Ve,23.29243,Gaint
7.46,3.8,0.89,1.214,K1III,15.358918,Dwarf
7.64,4.53,0.84,0.317,F0III,15.92049,Dwarf
6.77,5.02,0.78,1.036,K0III,15.2735195,Dwarf
9.52,15.52,1.61,0.856,K0V,20.474459,Gaint
8.36,2.3,1.1,1.504,K2III,15.168638,Dwarf
5.56,20.23,0.81,0.121,A3V,17.08998,Gaint
7.22,4.88,0.82,1.039,K0III,15.662098,Dwarf
9.21,2.32,1.26,0.1,B8III/IV,16.03744,Gaint
6.26,43.08,0.79,0.53,F8V,19.431377,Gaint
8.3,3.25,0.97,1.115,K0III,15.859417,Dwarf
8.47,2.95,1.05,0.827,G5IIIws,15.819111,Dwarf
9.3,3.91,1.66,1.137,G8/K0III,17.260883,Dwarf
8.65,11.81,1.1,0.626,G3V,19.01125,Gaint
9.22,0.56,1.2,0.079,A0V,12.96094,Gaint
7.03,11.04,0.97,0.408,F2V,17.244846,Gaint
8.44,3.14,0.83,1.218,K2III:,15.924648,Dwarf
8.26,2.04,0.99,-0.015,B8IV,14.808151,Gaint
8.76,-1.38,1.36,1.523,K2/K3III,14.459396,Dwarf
8.38,5.24,1.23,0.418,F3V,16.976658,Gaint
8.3,-0.06,0.72,-0.1,B7/B8III,7.190757,Dwarf
8.79,5.08,1.31,0.194,A6V,17.319319,Gaint
7.95,4.67,1.07,1.147,K0II,16.296585,Dwarf
8.78,3.35,1.14,1.289,K2III,16.405224,Dwarf
5.02,8.37,0.46,1.369,K4III,14.633627,Dwarf
7.48,2.54,0.94,0.078,B2.5IV-V,14.5041685,Gaint
8.07,2.49,1,1.006,G8II/III,15.050997,Dwarf
8.71,5.49,1.14,1.426,K2/K3V,17.407862,Gaint
8.86,10.91,1.36,0.342,F0IV/V,19.049122,Gaint
8.87,2.63,1.19,0.121,A2/A3V,15.969778,Gaint
6.35,15.27,0.76,0.204,A7Vn,17.269196,Gaint
6.98,8.42,0.88,0.011,A0V,16.60656,Gaint
8.9,1.87,1.12,1.378,K2/K3III,15.259208,Dwarf
8.36,2.27,1.02,1.457,K2/K3III,15.140129,Dwarf
8.77,4.47,1.99,0.403,F0III,17.021538,Dwarf
3.92,20.04,0.65,-0.018,A0V,15.429489,Gaint
7.85,3.72,1.1,1.438,K3III,15.702715,Dwarf
7.35,10.13,1.01,1.096,K0III,17.378048,Dwarf
8.66,4.57,0.91,0.54,F7V,16.95958,Gaint
8.65,7.1,0.99,0.39,F3V,17.906292,Gaint
7.26,23.15,1.84,0.624,G2V,19.082756,Gaint
9.08,24.71,1.27,0.865,K1V,21.044365,Gaint
8.71,-0.2,1.18,0.259,A0V,10.21515,Gaint
8.72,1.98,1.2,1.148,K2IIICN...,15.203326,Dwarf
7.51,3.46,0.87,0.829,G2V,15.20538,Gaint
7.42,9.3,3,0.949,F8IV-V comp,17.262415,Gaint
8.61,37.45,0.85,0.913,K2V,21.47726,Gaint
6.14,6.23,0.8,0.961,G8III,15.11244,Dwarf
7.54,-0.37,0.96,-0.039,B5V,10.381008,Gaint
5.77,2.1,0.81,1.435,K3III,12.381096,Dwarf
8.76,6.58,0.87,0.813,G8V,17.85113,Gaint
10.12,2.83,1.66,0.364,A0V,17.378933,Gaint
9.1,6.19,3.26,0.484,F3:V+...,18.058453,Gaint
8.89,0.12,1.5,1.081,K0III,9.285907,Dwarf
8.23,15.52,1.2,0.527,F8/G0V,19.184458,Gaint
8.54,1.45,0.84,1.64,M1III,14.34684,Dwarf
6.31,8.45,0.6,1.051,K0III,15.944284,Dwarf
10.07,3.71,1.47,0.351,A7V,17.91687,Gaint
5.44,4.63,0.74,1.076,G6III,13.767904,Dwarf
8.14,3.49,1.02,1.14,K0III,15.854128,Dwarf
9.46,8.92,1.33,0.585,F8IV,19.211824,Gaint
8.79,4.44,0.87,0.11,A0IV,17.026915,Gaint
8.4,1.49,1.27,1.254,K0III,14.265931,Dwarf
10.07,-1.88,1.52,0.24,B1V,16.440788,Gaint
8.86,1.37,1.04,1.599,K2III,14.543602,Dwarf
7.16,5.66,1.1,1.063,K1III,15.924082,Dwarf
5.82,3.23,0.53,1.652,M1III,13.366013,Dwarf
8.91,0.77,1.19,-0.011,B7II,13.342453,Dwarf
8.18,4.16,2.49,1.036,K0III,16.275467,Dwarf
8.99,6.83,0.92,0.474,F6V,18.162104,Gaint
9.38,2.39,1.24,0.06,A0V,16.27199,Gaint
9,4.5,1.12,1.147,K0III,17.266064,Dwarf
9.08,3.63,1.22,1.313,K1III,16.879534,Dwarf
5.91,4.45,1,1.45,K5III,14.1518,Dwarf
9.21,3.51,4.07,0.496,F6V,16.936535,Gaint
4.85,6.14,0.66,-0.051,A0V,13.790842,Gaint
8.43,2.33,1.04,1.378,K2III,15.26678,Dwarf
8.54,4.63,1,0.369,F2V,16.867905,Gaint
8.01,6.62,0.94,0.065,A0V,17.11429,Gaint
8.73,6.29,1.16,0.58,G2V,17.723251,Gaint
4.92,14.49,0.54,1.084,K1III,15.725342,Dwarf
3.71,66.47,0.74,0.337,F1V,17.823128,Gaint
8.19,2.28,1.1,1.557,K4III,14.979673,Dwarf
7.1,17.69,0.91,0.511,F7V,18.33864,Gaint
8.8,19.79,0.7,0.608,G2V...,20.28223,Gaint
5.7,7.99,0.76,0.081,A3IV,15.212733,Gaint
8.4,1.98,0.74,1.656,M1III,14.883326,Dwarf
8.9,2.36,1.3,1.562,K4/K5III,15.764559,Dwarf
9.11,4.74,2.17,0.479,F3/F5V,17.488892,Gaint
7.87,-0.2,0.98,1.673,M1III,9.37515,Dwarf
4.66,10.24,0.88,1.24,K2III,14.711499,Dwarf
9.23,5.18,2.47,0.534,F6V,17.801647,Gaint
8.3,12.73,1.49,0.586,F8V,18.824142,Gaint
9.29,2.58,1.01,-0.049,B9V,16.348099,Gaint
8.5,2.62,1.57,0.607,F6IV/V,15.591507,Gaint
8.48,5.72,1.15,1.039,G8III,17.26698,Dwarf
9.36,1.47,1.27,0.161,A2V,15.196587,Gaint
7.87,3.94,0.85,0.174,A3V,15.847481,Gaint
7.84,1.71,0.96,1.274,K2III,14.00498,Dwarf
8.94,1.59,1.32,1.181,K1IV,14.946985,Gaint
8.23,1.48,1.07,-0.056,B8II,14.081308,Dwarf
8.4,1.44,0.91,-0.027,B9III,14.1918125,Dwarf
9.35,3.14,1.49,1.121,G6V,16.834648,Gaint
8.51,2.15,1.2,0.212,A5V,15.172193,Gaint
8.26,2.64,0.96,1.392,K2III,15.36802,Dwarf
7.73,1.45,1.04,1.369,K1II/III,13.53684,Dwarf
7.94,3.1,0.85,0.051,B9/B9.5V,15.396809,Gaint
8.67,0.96,0.92,1.147,M5e-M9IIIe,13.581356,Dwarf
9.17,5.67,1.27,0.446,F3V,17.937916,Gaint
8.78,-0.73,1.24,1.556,K3/K4III,13.096614,Dwarf
6.6,0.51,0.65,1.07,F8/G0Ia,10.137851,Dwarf
8.4,8.15,1.77,0.474,F5V,17.955788,Gaint
8.09,3.09,0.92,0.937,G6III,15.539793,Dwarf
7.79,7.17,0.94,1.205,K2III,17.067596,Dwarf
6.96,5.45,0.62,0.958,G8III,15.641983,Dwarf
7.89,3.88,0.9,1.133,K0III,15.834159,Dwarf
9.13,18.21,1.62,0.769,G8V,20.43155,Gaint
9.08,6.21,3.38,0.76,G6/G8V,18.045458,Gaint
9.57,5.76,1.99,0.579,F7V,18.372112,Gaint
8.25,5.92,1.41,0.47,F3V,17.111609,Gaint
9.18,2.78,1.1,1.07,K0/K1II/III,16.400225,Dwarf
7.69,2.97,1.11,1.45,K4III,15.0537815,Dwarf
6.3,-0.15,0.86,0.396,O9Ia,7.1804566,Dwarf
9.25,1.09,1.47,1.238,G2/G3II,14.437132,Dwarf
5.73,0.56,0.89,1.641,K3Ib,9.47094,Dwarf
8.19,5.79,0.89,0.99,G8III,17.003391,Dwarf
8.49,5.68,0.74,0.388,F2V,17.261742,Gaint
3.02,1.27,0.56,-0.077,B3Ia,8.539019,Dwarf
8.46,3.1,0.8,1.094,K1III,15.916808,Dwarf
6.14,3.07,0.81,1.654,M2III,13.575691,Dwarf
8.69,3.63,0.86,0.946,G8III,16.489532,Dwarf
8.71,6.08,0.84,0.179,A1IV/V,17.629517,Gaint
9.54,1.09,1.35,-0.051,B8III,14.727133,Dwarf
8.86,5.69,1.66,0.42,F7IV,17.635561,Gaint
7.12,4.78,0.89,1.042,G8III,15.517139,Dwarf
8.75,6.96,1.38,0.554,F5V,17.963047,Gaint
8.2,2.84,1.03,0.095,A0V,15.466592,Gaint
6.96,4.54,0.84,-0.1,B2V,15.245279,Gaint
8.46,1.42,1.05,1.285,K2III,14.221441,Dwarf
7.26,4.05,0.82,1.189,K1/K2III,15.297276,Dwarf
6.68,4.03,0.83,1.526,K4/K5III,14.706526,Dwarf
5.98,9.18,0.78,1.16,K2III,15.794214,Dwarf
7.17,12.71,0.83,0.277,A8V,17.690727,Gaint
7.16,0.55,0.81,0.123,O7II...,10.861814,Dwarf
7.06,4.34,0.76,0.068,A1/A2IV,15.247448,Gaint
8.85,3.52,1.27,0.311,B9II,16.582714,Dwarf
6.31,8.89,0.6,1.156,K2II,16.054508,Dwarf
8.37,7.41,1.84,1.264,K2III,17.71909,Dwarf
7.56,2.56,0.85,1.533,K5III,14.6012,Dwarf
7.76,1.58,0.71,1.673,M3III,13.753286,Dwarf
8.04,2.71,0.7,1.014,K0III,15.204846,Dwarf
3.86,4.87,0.54,1.35,K1IIvar,12.297645,Dwarf
9.2,2.75,1.52,0.33,B2II,16.396664,Dwarf
8.69,1.71,1.34,1.217,K1III,14.85498,Dwarf
5.22,20.39,0.85,0.149,A5III,16.767086,Dwarf
9.58,2.15,1.37,0.43,F0IV,16.242191,Gaint
9.36,1.02,1.39,0.124,B0Ib:n,14.403,Dwarf
8.6,2.45,1.22,0.741,G5IIIm,15.545831,Dwarf
7.85,5.86,1.21,0.18,A2III/IV,16.689487,Gaint
7.43,-0.29,0.64,-0.065,B8/B9III,9.74199,Dwarf
7.6,2.78,1.01,1.17,K2III,14.820225,Dwarf
3.11,7.96,0.52,-0.044,B9II:,12.614565,Dwarf
6.37,1.23,1.13,1.35,K1II,11.819526,Dwarf
6.91,1.45,1.04,1.677,M0III,12.71684,Dwarf
8.84,3.95,1.18,1.217,K1III,16.822987,Dwarf
8.44,2.44,0.93,1.547,M2III,15.376949,Dwarf
7.62,8.72,0.89,1.002,K1IV,17.322582,Gaint
8.3,4.83,1.1,0.291,A5V,16.719734,Gaint
8.6,9.19,7.44,0.527,F6V,18.416578,Gaint
7.46,6.49,0.94,1.106,K1III,16.521223,Dwarf
7.28,2.41,1.13,1.656,K3III,14.190086,Dwarf
8.35,14.01,0.68,0.51,F5V,19.082191,Gaint
9.13,18.27,1.14,0.652,G5V,20.438694,Gaint
9.78,28.63,1.48,1.05,K3V:,22.064106,Gaint
8.74,5.84,1.16,1.027,K0/K1IVwp..,17.572063,Gaint
9.24,1.69,1.03,1.05,K0III,15.379433,Dwarf
8.71,3.27,0.83,-0.028,B9V,16.28274,Gaint
8.05,17.54,1.59,0.5,F8V,19.27015,Gaint
7.27,26.64,0.66,0.584,G0V,19.39767,Gaint
9.1,2.81,1.29,0.872,G6/G8IV/V,16.343533,Gaint
5.09,7.61,0.83,1.528,M0III,14.496923,Dwarf
10.46,2.08,2.15,0.19,B3V,17.050316,Gaint
6.48,7.62,0.55,0.963,G4III:,15.889774,Dwarf
8.7,4.4,1.04,0.017,B9III/IV,16.917263,Gaint
8.14,0.5,1.12,1.265,K1III,11.63485,Dwarf
8.73,0.47,1.29,1.326,K2III,12.090488,Dwarf
8.06,3.49,0.68,1.057,G5III,15.774128,Dwarf
7.64,5.62,1.52,0.5,F4V,16.388681,Gaint
4.8,7.03,0.79,-0.022,B4IV,14.034777,Gaint
8.03,0.37,1.3,-0.028,B8III,10.871008,Dwarf
8.24,14,0.81,0.547,F7V,18.97064,Gaint
8.18,-0.97,1.09,1.364,G6/8IIICNII,13.113859,Dwarf
8.35,2.43,1.21,1.141,G6/G8III,15.278032,Dwarf
6.66,17.81,1.1,0.422,F3/F5IV:,17.913319,Gaint
7.63,5.58,0.71,0.983,K0III,16.36317,Dwarf
9.49,6.6,1.61,0.436,F0V,18.587719,Gaint
9.49,-4.44,1.63,0.4,G6Ibvar,17.726913,Dwarf
7.4,5.62,0.64,0.99,K0III,16.148682,Dwarf
8.77,3.06,1.24,1.045,G8IV,16.198608,Gaint
7.73,0.93,1.29,1.317,K1III,12.572414,Dwarf
8.09,4.06,0.72,-0.009,A0V,16.13263,Gaint
8.83,7.66,1.15,0.456,A8III/IV,18.251144,Gaint
9.31,25.91,0.95,0.943,K2V,21.377338,Gaint
9.47,2.76,1.56,0.442,F3V,16.674545,Gaint
6.39,3.54,0.6,1.511,M5III,14.1350155,Dwarf
8.39,0.12,0.98,0.065,B8III,8.785907,Dwarf
5.52,57.63,0.64,0.551,F8V,19.323244,Gaint
8.07,4.89,0.92,0.473,F5IV,16.516544,Gaint
7.08,0.33,0.81,1.386,K2III,9.672569,Dwarf
5.67,5.77,0.78,0.005,B5V,14.47588,Gaint
7.49,1.29,0.67,-0.117,B2V,13.042949,Gaint
9.05,2.83,1.29,1.093,K0III,16.308933,Dwarf
4.69,14.36,0.48,1.039,K0III,15.475773,Dwarf
9.6,6.09,1.52,0.549,F8V,18.523087,Gaint
9.11,1.63,1.06,1.185,K2III,15.1709385,Dwarf
7.55,1.34,0.64,-0.124,B5V,13.185524,Gaint
7.03,-0.24,0.93,0.139,B1II,8.931056,Dwarf
8.87,25.9,1.32,0.899,K1V,20.936499,Gaint
8.57,3.42,1.05,1.182,K0III/IV,16.240131,Gaint
5.15,11.91,0.72,0.971,K0III,15.529558,Dwarf
8.92,1.07,0.8,1.382,K4/K5III,14.066919,Dwarf
8.72,4.37,0.8,0.312,A9V,16.92241,Gaint
7.32,10.69,1.06,0.292,A8/A9V,17.464888,Gaint
7.66,22.32,0.63,0.581,F9V,19.403471,Gaint
7.94,1.98,0.81,0.259,B5V,14.4233265,Gaint
8.42,0.74,0.84,1.026,G6III,12.766159,Dwarf
8.71,14.82,1.77,0.65,G2III,19.564243,Dwarf
3.56,21.06,0.61,-0.12,B8IV-V,15.17729,Gaint
4.4,6.9,0.69,-0.16,B5V,13.594246,Gaint
8.57,4.53,1.37,0.901,G8IV,16.85049,Gaint
8.07,17.96,2.07,0.645,G2/G3III,19.341532,Dwarf
9.75,18.43,1.36,1.065,K2V,21.077627,Gaint
8.16,2.66,1.35,0.416,B2Vne,15.284409,Gaint
8.69,4.07,1.12,0.055,A0/A1V,16.737972,Gaint
8.77,3.84,0.85,-0.03,B9IV/Vn...,16.691658,Gaint
7.41,2.23,1.02,0.604,A0Iab-Ib,14.151524,Dwarf
6.88,7.94,1.03,0.181,A3IV/V,16.379103,Gaint
8.69,3.8,1.07,1.041,G6III,16.588917,Dwarf
6.09,19.58,0.78,0.283,A9IV,17.549065,Gaint
8.19,1.79,0.99,1.08,K1III,14.454265,Dwarf
8.4,2.49,1.18,1.192,K0IV/V,15.380997,Gaint
8.9,9.57,0.76,0.464,F5V,18.80456,Gaint
7.41,1.79,0.9,-0.05,B2/B3IV,13.674265,Gaint
5.45,9.74,0.5,1.013,K0III,15.392795,Dwarf
5.96,2.05,1.47,-0.075,B8III,12.518769,Dwarf
9.5,4.34,1.3,0.288,A4III,17.687449,Dwarf
9.43,14.69,3.6,0.896,K1V,20.26511,Gaint
7.05,6.23,0.61,0.006,B9.5Vn...,16.022442,Gaint
8.88,1.72,1.22,1.097,G8III/IV,15.057642,Gaint
6.29,2.93,0.94,-0.04,B5V,13.624338,Gaint
8.55,13.58,1.46,0.629,G2/G3V,19.2145,Gaint
7.42,6.78,0.92,0.891,G8III/IV,16.576149,Gaint
9,11.13,1.13,0.656,G2/G3IV/V,19.232475,Gaint
5.56,11.1,0.52,0.026,A0V,15.786613,Gaint
8.53,1.71,1.12,0.064,B9.5IV,14.694981,Gaint
6.44,4.05,0.87,1.608,M2III,14.477276,Dwarf
5.69,30.92,0.77,0.427,F3V,18.1412,Gaint
9.79,30.16,1.74,1.118,K4V,22.187157,Gaint
8.87,4.37,0.68,0.354,A9IV,17.072407,Gaint
9.74,-1.13,1.1,0.113,B8II,15.005392,Dwarf
8.92,6.7,2.25,0.623,G0V,18.050373,Gaint
8.88,0.59,1.43,1.23,G8III,12.734261,Dwarf
8.95,6.77,1.01,0.516,F5V,18.102943,Gaint
9.13,2.57,1.3,0.444,F3/F5V,16.179665,Gaint
6.31,5.33,0.91,1.006,K0III,14.943636,Dwarf
7.3,6.88,0.6,1.051,K0III,16.487942,Dwarf
8.8,3.21,0.82,0.976,G6III,16.332525,Dwarf
7.47,4.35,0.81,0.018,B9IV,15.662445,Gaint
8.85,1.43,1.13,1.47,K2III,14.62668,Dwarf
7.4,0.3,0.89,-0.027,B3III,9.785606,Dwarf
4.31,26.96,0.65,0.309,F0V,16.463598,Gaint
6.2,5.18,0.48,1.049,K0III,14.771648,Dwarf
7.45,3.1,0.58,1.309,K2III,14.906808,Dwarf
6.34,9.18,0.95,0.615,G0III,16.154213,Dwarf
7.48,3.81,0.87,0.057,A0/A1IV,15.3846245,Gaint
7.68,4.92,0.65,0.985,K0/K1III,16.139826,Dwarf
7.44,4.3,1.15,1.56,K3III,15.607342,Dwarf
5.79,46.42,0.82,0.524,F6V,19.123526,Gaint
6.69,3.08,0.56,1.385,K2III,14.132753,Dwarf
9.94,3.84,1.25,0.736,G5V,17.861656,Gaint
6.77,38.86,0.83,0.648,G5V,19.717514,Gaint
9.28,2.57,1.67,0.358,F0V,16.329666,Gaint
7.97,1.58,0.9,1.515,K4III,13.963285,Dwarf
7.04,2.59,0.91,1.585,K5III,14.106499,Dwarf
8.49,4.76,1.24,1.132,K1IV,16.878035,Gaint
7.94,2.13,0.89,0.081,A1IV,14.581898,Gaint
8.95,3.46,1.18,0.32,F0V,16.64538,Gaint
10.19,0.91,1.92,1.12,G0IIvar,14.985207,Dwarf
8.92,13.52,4.62,0.448,F7IV-V,19.574883,Gaint
5.91,6.76,0.52,1.102,K1III,15.059733,Dwarf
10.15,15.74,1.57,0.843,K0V,21.135023,Gaint
9.42,4.17,2.35,0.506,F6V:,17.52068,Gaint
6.91,8.16,1.07,1.2,K0III,16.46845,Dwarf
8.48,4.68,0.78,0.186,A5V,16.83123,Gaint
6.4,5.86,0.74,0.145,A4V,15.239489,Gaint
5.86,17.56,0.76,0.934,K0IV,17.082623,Gaint
9.79,-1.15,1.63,0.545,F3V,15.093489,Gaint
7.97,2.71,0.96,1.322,K1III,15.134846,Dwarf
9.29,4.96,1.2,1.335,K3III,17.767408,Dwarf
8.16,5.28,0.62,1.162,K2III,16.77317,Dwarf
9.39,13.01,1.37,0.605,G2/G3V,19.961388,Gaint
8.45,3.4,0.81,0.098,A2V,16.107395,Gaint
7.38,8.77,0.89,0.139,A3V,17.094997,Gaint
8.85,3.77,2.11,0.343,F0V,16.731709,Gaint
8.5,2.76,1.62,0.138,A3V,15.704546,Gaint
8.15,18.49,0.94,0.551,F8V,19.484684,Gaint
9.2,5.68,1.27,0.239,A4V,17.97174,Gaint
8.25,3.23,1.23,1.08,K2III,15.796013,Dwarf
8.81,7.32,1.01,0.628,G6:IIIw...,18.132557,Dwarf
7,3.02,0.86,1.164,K1III,14.400035,Dwarf
9.02,2.3,1.32,1.155,K1III,15.82864,Dwarf
12.38,19.64,9.61,1.51,M2V:,23.845707,Gaint
6.7,32.33,1.44,0.646,G5V,19.248028,Gaint
8.26,5.28,0.68,0.994,G6/G8III,16.873169,Dwarf
8.37,1.41,1.05,0.94,G5IV,14.116096,Gaint
6.98,1.95,0.93,1.45,K2III,13.430174,Dwarf
7.55,-6.82,5.07,1.244,K2/K3II/III,16.718922,Dwarf
5.11,3.9,0.55,-0.17,A0V,13.065323,Gaint
7.94,1.73,0.95,0.079,B7V,14.13023,Gaint
8.19,2.95,0.66,0.073,A1V,15.53911,Gaint
6.37,36.89,0.72,0.523,F6V,19.204544,Gaint
8.72,2.65,1.46,1.696,K3III:,15.836229,Dwarf
8.48,4.82,1,0.26,A5V,16.895235,Gaint
8.73,6.19,0.85,0.518,F5V,17.688454,Gaint
8.58,5.13,0.91,1.29,K3III,17.130587,Dwarf
9.28,12.66,0.93,0.511,F6V,19.792168,Gaint
6.43,3.73,0.65,-0.087,B5V,14.288544,Gaint
4.84,9.58,0.83,0.882,G8II/III,14.746827,Dwarf
7.46,10.98,1.18,0.475,F3V,17.66301,Gaint
9.4,4.18,1.59,0.59,F3V,17.50588,Gaint
8.43,4.33,0.67,0.5,F5IV,16.61244,Gaint
9.38,-0.42,0.81,0.838,G6III/IVp,12.496246,Gaint
6.53,-0.07,0.73,0.245,B0.5III,5.7554903,Dwarf
5.64,5,0.72,1.682,M3III,14.13485,Dwarf
9.36,3.46,0.97,0.153,A3/A4Vn,17.05538,Gaint
9.94,6.47,3.3,0.51,F5V,18.994522,Gaint
8.99,0.29,0.87,-0.02,B5V,11.30199,Gaint
6.39,7.8,0.59,1.052,G8II/III,15.850473,Dwarf
8.7,7.7,1.2,0.519,F8V,18.132454,Gaint
7.81,11.72,0.92,0.377,F2/F3V,18.154638,Gaint
9.07,0.96,1.17,1.129,K0III,13.981356,Dwarf
8.66,6.31,1.24,0.4,F3V,17.660147,Gaint
9.54,24.9,1.43,0.94,K0V,21.520996,Gaint
8.85,0.98,1.27,1.619,K3/K4III,13.806131,Dwarf
8.55,2.42,1.25,0.267,B0V,15.469077,Gaint
8.28,17.8,1.02,0.64,G3/G5V,19.5321,Gaint
9.56,4.92,1.98,0.581,G0V,18.019825,Gaint
9.1,3.17,1.53,1.094,K0III,16.605297,Dwarf
8.56,15.4,1.75,0.613,G1V,19.497604,Gaint
8.97,8.71,1.24,0.609,G3V,18.67009,Gaint
8.38,4.05,0.99,-0.021,B8V,16.417274,Gaint
6.38,9.83,1.28,0.091,A1V,16.342768,Gaint
